EMP_ID,ANNUAL_RATE,HRLY_RATE,JOBCODE,ETHNICITY,SEX,MARITAL_STATUS,JOB_SATISFACTION,AGE,NUMBER_OF_TEAM_CHANGED,REFERRAL_SOURCE,HIRE_MONTH,REHIRE,TERMINATION_YEAR,IS_FIRST_JOB,TRAVELLED_REQUIRED,PERFORMANCE_RATING,DISABLED_EMP,DISABLED_VET,EDUCATION_LEVEL,STATUS,JOB_GROUP,PREVYR_1,PREVYR_2,PREVYR_3,PREVYR_4,PREVYR_5
4776485787,45704,29,25504,WHITE,M,Single,1,49,0,Other Source,June,FALSE,,N,N,3,N,N,LEVEL 2,A,Accounts Payable,3,3,3,3,3
5331706224,49447,29,70357,ASIAN,F,Divorced,3,20,3+,E-Strat,January,FALSE,2007,N,N,5,N,N,LEVEL 1,T,Human Resources,0,0,0,0,0
5896143473,53966,31,17944,WHITE,M,Single,2,55,0,Former Employee/Intern,February,TRUE,,N,Y,5,N,N,LEVEL 5,A,Physical Flows,3,3,3,3,3
1098572092,67816,38,20673,WHITE,F,Divorced,5,36,2,Other Source,October,FALSE,,N,N,3,N,N,LEVEL 5,A,Customer Care,3,3,3,3,3
5187514069,90369,52,59882,ASIAN,F,Single,1,46,1,Job Boards/Online Advertising,July,FALSE,2005,N,Y,5,N,N,LEVEL 5,T,Distribution/Administration,0,0,0,0,0
5678346993,41621,29,50776,WHITE,M,Married,1,47,0,Job Posting,February,FALSE,,N,N,3,N,N,LEVEL 2,A,Physical Flows,0,0,0,0,0
6000013107,57683,38,53525,BLACK,F,Single,1,63,1,Corporate Career Site,September,TRUE,2010,N,Y,3,N,N,LEVEL 1,T,Customer Care,0,0,0,0,0
6117751167,53043,32,54208,WHITE,M,Single,1,63,0,Job Boards/Online Advertising,January,TRUE,,N,Y,5,N,N,LEVEL 3,A,General Administration,3,3,3,2,2
3330663275,38938,27,70748,WHITE,F,Single,1,47,1,,October,TRUE,2006,N,N,1,N,Y,LEVEL 1,T,Distribution/Administration,0,0,0,0,0
7327250363,190508,100,20880,WHITE,M,Married,2,54,0,Direct Sourcing,August,TRUE,,N,N,1,N,N,LEVEL 2,A,Finance,2,2,2,2,3
7771553315,56640,35,50840,WHITE,F,Single,2,55,1,Executive Referral,June,FALSE,,N,N,4,N,N,LEVEL 3,A,R&I Evaluation,2,3,2,2,3
1926853676,43328,27,50776,BLACK,F,Married,3,22,3+,Direct Sourcing,November,FALSE,,N,N,4,Y,N,LEVEL 2,A,Physical Flows,0,0,0,0,0
2525238773,62453,39,33736,HISPA,M,Married,1,57,0,Agency,September,FALSE,,N,N,1,N,N,LEVEL 5,A,Physical Flows,2,1,2,3,2
1101359894,56052,34,55929,ASIAN,F,Divorced,5,22,3,,August,FALSE,,N,N,2,N,N,LEVEL 2,A,General Administration,2,2,0,3,3
2214282663,53897,31,17944,WHITE,F,Single,2,60,0,Staffing Agency,August,TRUE,,N,N,5,N,N,LEVEL 1,A,Physical Flows,3,3,3,3,3
8557962906,38150,27,57850,WHITE,M,Divorced,3,28,3+,Job Fair,December,FALSE,2009,N,N,1,N,N,LEVEL 1,T,Production & Operations,0,0,0,0,0
4770215633,80760,44,39508,WHITE,F,Single,1,44,1,Job Boards/Online Advertising,November,FALSE,2007,N,N,5,N,N,LEVEL 3,T,Distribution/Administration,0,0,0,0,0
7354272533,111983,63,31898,WHITE,F,Married,1,50,1,Executive Referral,March,FALSE,2011,N,Y,2,N,N,LEVEL 2,T,Customer Care,2,2,2,2,0
2765712042,45929,32,50776,ASIAN,M,Single,4,30,3,Client Referral,July,FALSE,,N,N,3,N,N,LEVEL 3,A,Physical Flows,0,0,0,0,0
4439573183,48114,27,50776,WHITE,F,Married,1,62,0,Direct Sourcing,July,FALSE,,N,N,2,N,N,LEVEL 1,A,Physical Flows,0,0,0,0,0
3213646013,238434,124,29039,ASIAN,F,Married,1,64,0,Agency,August,FALSE,,N,N,2,N,N,LEVEL 4,A,Legal,2,0,0,0,0
6819939169,179313,94,54098,HISPA,F,Married,1,60,1,Client Referral,November,FALSE,,N,N,3,N,N,LEVEL 3,A,Human Resources,2,2,0,0,0
8716735136,50842,29,44974,WHITE,F,Married,5,34,2,Open House,January,FALSE,2012,N,N,3,N,N,LEVEL 1,T,Production & Operations,0,0,0,0,0
5944914899,84654,48,38603,WHITE,F,Married,1,40,1,Executive Referral,May,FALSE,,N,N,5,N,N,LEVEL 1,A,R&I Evaluation,3,3,2,3,3
2578966366,227017,113,91826,WHITE,M,Single,5,22,3,College Recruiting(UnderGrad),April,FALSE,,N,N,3,Y,N,LEVEL 5,A,Industrial Quality,2,2,2,3,3
1045115728,190004,96,64453,WHITE,F,Divorced,4,21,3+,Agency,January,FALSE,,N,N,2,N,N,LEVEL 1,A,Engineering,2,2,2,2,2
3632386124,67583,40,29003,WHITE,F,Single,5,20,3,Unsolicited,November,FALSE,2007,N,N,1,N,Y,LEVEL 1,T,Quality Assurance,0,0,0,0,0
6679883289,77907,44,88172,WHITE,M,Married,2,63,0,Client Referral,April,FALSE,2011,N,N,5,N,N,LEVEL 3,T,Physical Flows,3,3,2,3,0
6196873381,92741,52,32602,WHITE,F,Single,1,60,1,Staffing Agency,May,FALSE,,N,N,3,N,Y,LEVEL 5,A,Human Resources,2,2,2,2,2
6313335519,53391,32,26402,BLACK,F,Married,2,58,1,Agency,July,FALSE,,N,N,3,N,N,LEVEL 3,A,Supply Chain Administration,2,2,2,2,2
4162522143,118746,65,60543,HISPA,M,Single,2,63,1,Inroads,November,FALSE,,N,N,3,N,N,LEVEL 1,A,Finance,2,2,2,2,2
8654308142,108085,62,33960,WHITE,M,Married,4,29,2,Job Posting,November,FALSE,,N,N,1,N,N,LEVEL 3,A,Physical Flows,2,3,3,3,2
7319680974,35449,25,21762,WHITE,M,Divorced,5,29,3+,,April,FALSE,2010,Y,Y,4,N,N,LEVEL 1,T,Production & Operations,0,0,0,0,0
3297344809,166839,86,53792,WHITE,M,Married,1,53,0,College Recruiting(UnderGrad),February,FALSE,2016,N,Y,4,N,N,LEVEL 3,T,IT Business Applications,3,3,2,2,2
8021469971,26059,21,36405,WHITE,F,Married,1,60,1,Corporate Career Site,September,FALSE,2005,N,N,1,N,N,LEVEL 3,T,Distribution/Administration,0,0,0,0,0
8878761583,43998,26,52427,BLACK,F,Married,1,54,1,College Recruiting(UnderGrad),May,FALSE,2009,N,N,2,N,N,LEVEL 3,T,Engineering,0,0,0,0,0
6773976352,101680,55,49330,WHITE,F,Single,3,22,3+,E-Strat,August,FALSE,2011,N,N,4,N,N,LEVEL 1,T,Production & Operations,2,2,3,4,0
6731320903,37030,23,50776,BLACK,F,Married,1,48,0,Job Fair,March,FALSE,,N,Y,5,N,N,LEVEL 4,A,Physical Flows,0,4,0,0,0
7501521065,57734,36,68947,WHITE,F,Married,2,60,0,Staffing Agency,May,FALSE,2006,N,N,5,N,N,LEVEL 3,T,IT Governance and Management,0,0,0,0,0
7921998990,42858,27,50776,ASIAN,F,Divorced,4,28,3+,Client Referral,January,FALSE,,N,N,1,N,N,LEVEL 1,A,Physical Flows,0,3,0,0,0
1806258442,34088,24,50776,WHITE,F,Married,3,34,2,Former Employee/Intern,November,FALSE,2013,N,N,1,N,N,LEVEL 3,T,Physical Flows,0,0,0,0,0
7977287964,44896,28,50776,ASIAN,M,Married,4,18,3,Inroads,October,FALSE,,Y,N,1,N,N,LEVEL 1,A,Physical Flows,0,2,0,0,0
8111678129,44335,26,77063,BLACK,M,Single,2,46,1,Job Posting,June,FALSE,,N,N,2,N,N,LEVEL 4,A,Customer Care,3,3,3,3,3
3591239640,85850,45,59733,ASIAN,M,Married,4,32,2,Inroads,January,FALSE,,N,N,3,N,Y,LEVEL 2,A,IT Technologies and Infrstrctr,3,3,3,3,3
5727595149,51796,31,26402,BLACK,F,Single,1,47,1,Client Referral,May,FALSE,,N,N,4,N,N,LEVEL 3,A,Supply Chain Administration,3,2,3,3,2
1580170213,77650,44,76307,ASIAN,M,Married,2,57,1,Staffing Agency,December,FALSE,2006,N,Y,5,N,N,LEVEL 3,T,Logistics - Manufacturing,0,0,0,0,0
8035795354,48072,31,50776,WHITE,M,Married,3,30,2,Unknown,September,FALSE,,N,N,4,N,Y,LEVEL 2,A,Physical Flows,0,2,0,0,0
7045679971,40824,30,50776,WHITE,F,Married,2,41,0,E-Strat,December,FALSE,,N,N,3,N,N,LEVEL 4,A,Physical Flows,0,3,0,0,0
2076183478,48536,30,36551,WHITE,M,Divorced,3,19,3,College Recommendation,May,FALSE,,Y,Y,4,N,N,LEVEL 1,A,Physical Flows,2,3,3,2,3
7252323324,131397,69,42752,WHITE,F,Single,5,22,2,Print Advertisement,June,TRUE,,N,N,3,N,N,LEVEL 3,A,Manufacturing Supply Chain,2,2,2,2,2
5926398867,43877,29,77063,WHITE,M,Single,2,53,0,Executive Referral,August,FALSE,,N,N,3,N,Y,LEVEL 1,A,Customer Care,3,3,3,3,3
6718761904,53291,34,17944,WHITE,M,Married,3,21,2,,August,FALSE,,N,N,1,N,N,LEVEL 1,A,Physical Flows,2,3,2,2,2
5968385713,56102,31,87966,WHITE,F,Married,1,57,1,Executive Referral,April,FALSE,2006,N,N,4,Y,N,LEVEL 1,T,Sourcing,0,0,0,0,0
3178279630,39080,26,50776,WHITE,F,Single,3,38,2,Unsolicited,February,FALSE,,N,N,2,N,N,LEVEL 3,A,Physical Flows,0,3,0,0,0
3226381671,70771,40,66623,WHITE,F,Married,1,44,0,Open House,August,FALSE,2009,N,N,5,N,Y,LEVEL 4,T,Sourcing,0,0,0,0,0
7469860396,192511,98,38849,WHITE,M,Married,4,35,2,Unknown,October,TRUE,,N,N,1,N,N,LEVEL 3,A,Human Resources,2,2,2,2,0
4254171910,62139,34,79079,HISPA,F,Married,4,23,2,Open House,September,FALSE,2014,N,Y,5,N,N,LEVEL 1,T,Production & Operations,3,2,3,2,2
8313825228,57481,33,14216,WHITE,F,Married,4,22,3+,Other Source,February,FALSE,,N,N,1,N,N,LEVEL 1,A,Market Supply Logistics,3,3,3,3,2
6184333257,37621,26,91380,HISPA,M,Married,2,52,1,Staffing Agency,August,FALSE,2012,N,N,2,N,N,LEVEL 1,T,Production & Operations,0,0,0,0,0
6926554368,43226,25,49168,BLACK,F,Single,3,21,3,Unknown,March,FALSE,,N,N,2,N,N,LEVEL 3,A,Legal,3,3,3,0,3
3125888320,53303,35,44203,WHITE,F,Single,3,32,3,,May,FALSE,,N,N,1,N,N,LEVEL 1,A,Production & Operations,0,0,0,0,0
7100539385,30527,20,36097,WHITE,M,Single,1,54,1,Job Posting,May,FALSE,2009,N,N,4,N,N,LEVEL 1,T,Production & Operations,3,4,0,0,0
3960038628,96441,55,11833,ASIAN,F,Divorced,5,27,3+,E-Strat,April,FALSE,,N,N,2,N,N,LEVEL 2,A,Physical Flows,2,3,2,3,2
8910257043,39859,25,50776,WHITE,F,Married,1,63,1,Inroads,December,FALSE,,N,N,3,N,N,LEVEL 1,A,Physical Flows,0,3,0,0,0
2990387637,43815,27,70433,HISPA,M,Single,2,57,1,College Recruiting(UnderGrad),October,FALSE,,N,Y,2,N,N,LEVEL 4,A,Customer Care,3,3,3,3,3
6595171806,100168,55,33998,WHITE,M,Divorced,4,31,2,,September,FALSE,,N,N,3,N,N,LEVEL 1,A,Production & Operations,1,2,3,2,2
4446002424,42348,25,77063,WHITE,M,Divorced,4,29,3+,Staffing Agency,November,FALSE,2015,N,Y,5,N,N,LEVEL 2,T,Customer Care,2,2,2,2,3
8970545022,40833,25,44203,WHITE,M,Single,4,35,2,Job Fair,March,FALSE,2014,N,Y,5,N,N,LEVEL 1,T,Production & Operations,0,0,0,0,0
5880491779,43934,26,21762,HISPA,F,Married,1,59,1,Unsolicited,March,FALSE,2012,N,Y,3,N,N,LEVEL 4,T,Production & Operations,0,0,0,0,0
5576952072,44700,27,21837,WHITE,F,Divorced,3,34,3,Open House,August,FALSE,2006,N,Y,1,N,Y,LEVEL 3,T,Finance,0,0,0,0,0
5713853608,49371,30,44974,WHITE,M,Married,3,21,2,Former Employee/Intern,April,FALSE,2012,N,N,2,N,N,LEVEL 1,T,Production & Operations,0,0,0,0,0
6320786639,76530,41,63715,WHITE,M,Married,2,51,0,Unsolicited,July,FALSE,2012,N,N,4,N,N,LEVEL 3,T,Accounting,3,3,1,3,2
7413140602,50359,32,43302,WHITE,F,Single,3,23,2,Former Employee/Intern,December,FALSE,,N,N,2,N,N,LEVEL 4,A,Physical Flows,2,2,3,2,2
5828445950,49744,33,14216,WHITE,F,Divorced,4,37,2,Job Boards/Online Advertising,February,FALSE,,N,N,3,N,N,LEVEL 1,A,Market Supply Logistics,3,3,3,3,2
6968520012,102185,53,74839,WHITE,F,Single,5,24,2,Client Referral,October,FALSE,,N,Y,4,N,N,LEVEL 2,A,Physical Flows,2,2,2,2,2
4944722853,49562,33,17944,ASIAN,M,Married,2,50,0,College Recruiting(UnderGrad),December,TRUE,,N,Y,3,N,N,LEVEL 1,A,Physical Flows,1,1,1,1,0
3501377575,37315,27,25504,WHITE,F,Married,1,48,1,Open House,June,TRUE,2007,N,Y,5,N,Y,LEVEL 1,T,Finance,0,0,0,0,0
8991120332,51499,32,26402,WHITE,F,Divorced,4,25,3,E-Strat,July,FALSE,,N,N,2,N,N,LEVEL 3,A,Supply Chain Administration,2,2,2,2,2
1644258735,41827,25,50776,WHITE,F,Single,2,49,1,Job Boards/Online Advertising,October,FALSE,,N,N,3,N,N,LEVEL 1,A,Physical Flows,0,2,0,0,0
5483396909,103416,55,90722,WHITE,M,Married,2,53,1,Corporate Career Site,September,TRUE,,N,N,5,N,N,LEVEL 1,A,Supply Chain Finance,3,3,3,2,2
4963345729,45852,28,50776,WHITE,M,Married,1,57,0,Inroads,September,TRUE,,N,N,3,N,N,LEVEL 1,A,Physical Flows,0,3,0,0,0
1357287710,39334,27,77063,HISPA,F,Divorced,3,25,3,Job Posting,April,FALSE,,N,N,5,N,N,LEVEL 1,A,Customer Care,2,2,2,3,3
2596620176,122650,64,57014,WHITE,F,Married,3,26,3+,Job Fair,December,TRUE,,N,Y,3,N,N,LEVEL 3,A,Physical Flows,2,3,3,3,3
7438952653,28530,22,36405,WHITE,F,Single,2,57,1,Executive Referral,August,FALSE,2006,N,N,1,N,Y,LEVEL 5,T,Distribution/Administration,0,0,0,0,0
3640747020,25884,23,70422,WHITE,M,Divorced,5,32,3+,Unsolicited,October,FALSE,2006,N,N,2,N,N,LEVEL 1,T,Production & Operations,0,0,0,0,0
8267705779,88855,47,34271,WHITE,F,Married,2,48,0,Job Fair,February,FALSE,,N,Y,4,N,N,LEVEL 1,A,Production & Operations,2,2,2,2,2
1933023961,56739,34,42864,ASIAN,M,Single,2,42,1,Former Employee/Intern,August,FALSE,2007,N,N,1,N,N,LEVEL 1,T,Transportation & Warehousing,0,0,0,0,0
7494936367,44521,28,50776,WHITE,F,Married,2,43,0,Former Employee/Intern,April,FALSE,,N,N,2,N,N,LEVEL 1,A,Physical Flows,0,2,0,0,0
6720759386,86376,46,50002,WHITE,F,Divorced,5,20,2,Unknown,August,FALSE,2015,N,Y,1,N,N,LEVEL 1,T,Production & Operations,2,2,2,2,2
7131958405,78006,45,53836,WHITE,M,Single,1,63,1,Job Boards/Online Advertising,March,FALSE,,N,N,2,N,N,LEVEL 3,A,Market Supply Logistics,2,2,2,3,3
3956292755,83253,45,25798,WHITE,F,Married,2,58,0,Direct Sourcing,May,FALSE,,N,N,3,N,N,LEVEL 4,A,Industrial Quality,3,2,2,2,2
6438746260,42715,29,77063,ASIAN,F,Married,3,33,3+,Staffing Agency,September,FALSE,,N,N,3,N,N,LEVEL 2,A,Customer Care,3,3,3,3,3
3157095609,59459,36,86851,WHITE,F,Single,1,63,1,,May,FALSE,,N,N,2,N,N,LEVEL 1,A,Supply Chain Administration,3,3,4,3,3
5993006225,43115,27,50776,WHITE,F,Married,1,56,0,Inroads,October,FALSE,,N,N,1,N,N,LEVEL 3,A,Physical Flows,0,2,0,0,0
5133080067,47350,30,32265,WHITE,F,Single,2,47,0,Inroads,January,FALSE,2008,N,N,1,N,N,LEVEL 4,T,Distribution/Administration,2,0,0,0,0
4913687487,51743,31,33157,ASIAN,M,Married,1,44,0,Job Posting,August,FALSE,,N,Y,3,N,N,LEVEL 4,A,Industrial Quality,3,3,2,2,2
6527337985,38330,24,50776,TWO,F,Married,1,60,1,,September,FALSE,,N,N,3,N,N,LEVEL 1,A,Physical Flows,0,3,0,0,0
8354216870,62549,35,52427,WHITE,F,Single,5,35,3+,Former Employee/Intern,October,FALSE,2013,N,N,5,Y,N,LEVEL 2,T,Engineering,2,0,2,0,0
3897639635,107835,57,41079,TWO,M,Married,2,64,0,Inroads,March,FALSE,,N,N,3,N,N,LEVEL 3,A,Industrial Quality,2,1,2,2,2
7228228574,53583,30,44974,WHITE,F,Divorced,4,29,3,Unsolicited,January,FALSE,2012,N,N,3,N,N,LEVEL 1,T,Production & Operations,0,0,0,0,0
8784622053,49319,30,26402,BLACK,F,Married,2,47,1,E-Strat,April,FALSE,,N,Y,5,N,N,LEVEL 3,A,Supply Chain Administration,3,2,3,2,2
1410263545,41998,26,50776,BLACK,F,Married,2,50,0,Unsolicited,August,FALSE,,N,N,1,N,N,LEVEL 3,A,Physical Flows,0,2,0,0,0
3067480077,40647,30,55457,BLACK,M,Married,2,62,0,Job Fair,April,FALSE,,N,N,1,N,N,LEVEL 4,A,Production & Operations,0,0,0,0,0
3001731526,35380,25,88760,WHITE,F,Divorced,4,39,3,Job Posting,February,FALSE,2007,N,N,4,N,N,LEVEL 2,T,Production & Operations,0,0,0,0,0
5257610683,47504,31,16692,WHITE,F,Single,2,54,1,Corporate Career Site,November,FALSE,,N,N,5,N,N,LEVEL 1,A,Production & Operations,0,0,0,0,0
3288367264,51706,30,74633,ASIAN,F,Divorced,5,39,3+,Staffing Agency,March,FALSE,,N,N,2,N,N,LEVEL 4,A,Customer Care,2,2,2,2,2
3016706470,43595,26,50776,WHITE,M,Married,3,23,2,College Recruiting(UnderGrad),January,FALSE,,N,N,1,N,N,LEVEL 2,A,Physical Flows,0,3,0,0,0
5689196582,32366,21,43689,WHITE,F,Divorced,5,21,3,Print Advertisement,April,FALSE,2006,N,N,1,N,N,LEVEL 1,T,Transportation & Warehousing,0,0,0,0,0
4822181207,75844,44,41453,BLACK,F,Married,1,54,0,Open House,December,FALSE,2012,N,N,1,N,N,LEVEL 2,T,IT Governance and Management,3,3,2,2,3
5337946239,44677,30,50776,WHITE,F,Single,2,46,0,Unsolicited,May,FALSE,,N,Y,2,N,N,LEVEL 3,A,Physical Flows,0,2,0,0,0
5530444083,65982,40,63715,WHITE,M,Single,1,60,1,Corporate Career Site,December,FALSE,2005,N,N,3,N,N,LEVEL 1,T,Finance,0,0,0,0,0
4868091233,66735,37,53525,WHITE,M,Married,1,40,0,Job Boards/Online Advertising,January,FALSE,,N,N,1,N,N,LEVEL 1,A,Physical Flows,3,3,2,0,0
3235725644,98618,51,84049,WHITE,M,Single,4,31,2,Open House,September,FALSE,,N,Y,4,N,N,LEVEL 1,A,General Administration,0,0,2,3,3
6950335743,42735,30,50776,WHITE,F,Married,2,40,0,E-Strat,April,FALSE,,N,N,4,N,N,LEVEL 2,A,Physical Flows,0,3,0,0,0
7456032117,41215,27,50776,WHITE,M,Married,2,43,1,Corporate Career Site,February,FALSE,,N,Y,4,N,N,LEVEL 4,A,Physical Flows,0,2,0,0,0
8393896897,39900,27,50776,ASIAN,M,Single,1,57,0,Print Advertisement,December,FALSE,,N,N,5,N,N,LEVEL 4,A,Physical Flows,0,0,0,0,0
7431508521,37196,23,50776,BLACK,M,Single,1,49,1,Unknown,May,FALSE,,N,N,4,N,N,LEVEL 1,A,Physical Flows,0,3,0,0,0
8748482314,55844,32,17944,HISPA,M,Married,5,34,3+,Client Referral,February,TRUE,,N,N,5,N,N,LEVEL 1,A,Physical Flows,3,0,3,3,2
8930225705,36701,23,50776,BLACK,M,Married,1,56,1,Open House,April,FALSE,,N,N,2,Y,N,LEVEL 2,A,Physical Flows,0,3,0,0,0
2234763924,66393,37,84584,WHITE,M,Divorced,4,37,2,College Recommendation,February,TRUE,,N,N,3,N,N,LEVEL 3,A,Production & Operations,0,0,0,0,0
7477997472,209532,106,24796,WHITE,F,Divorced,5,22,3,Corporate Career Site,January,FALSE,2016,N,Y,1,N,N,LEVEL 3,T,IT Business Applications,3,3,3,3,3
5092086198,76461,45,74839,WHITE,F,Divorced,4,31,2,Client Referral,August,FALSE,2008,N,N,5,N,N,LEVEL 1,T,Customer Care,2,0,0,0,0
8936383551,35710,27,44974,BLACK,F,Single,2,62,1,Inroads,May,FALSE,2007,N,N,1,N,N,LEVEL 4,T,Production & Operations,0,0,0,0,0
1991938816,50229,29,20988,HISPA,F,Single,4,34,3,Agency,December,FALSE,2010,N,Y,1,N,N,LEVEL 3,T,Physical Flows,2,2,2,0,0
7007810135,45237,28,44020,BLACK,F,Married,1,50,0,Inroads,November,FALSE,2005,N,Y,5,N,N,LEVEL 3,T,Plant & Facilities Maintenance,0,0,0,0,0
8389082964,49554,28,79079,WHITE,M,Married,3,20,3,Print Advertisement,January,FALSE,2005,N,Y,1,N,N,LEVEL 1,T,Production & Operations,0,0,0,0,0
6057169962,34864,25,50776,WHITE,F,Married,3,38,3+,,December,FALSE,,N,N,3,N,N,LEVEL 2,A,Physical Flows,0,3,0,0,0
9347063455,87280,50,86851,WHITE,M,Married,1,45,1,Agency,January,FALSE,,N,N,5,Y,N,LEVEL 4,A,Supply Chain Administration,3,3,3,3,2
8168289401,41124,28,72546,WHITE,M,Single,2,48,0,Corporate Career Site,March,FALSE,,N,Y,4,N,N,LEVEL 5,A,General Administration,3,3,3,0,2
5241028630,30460,22,23573,WHITE,M,Single,3,36,3+,Job Boards/Online Advertising,December,FALSE,2005,N,N,4,Y,Y,LEVEL 2,T,Transportation & Warehousing,0,0,0,0,0
4881699822,68935,39,90439,WHITE,F,Single,3,19,2,Job Boards/Online Advertising,December,FALSE,,Y,N,4,N,N,LEVEL 1,A,General Administration,2,3,3,2,1
1582969741,54832,31,32954,HISPA,F,Married,1,62,1,Unsolicited,July,FALSE,2005,N,N,4,N,N,LEVEL 4,T,Production & Operations,0,0,0,0,0
5715251236,40683,24,50776,WHITE,F,Divorced,3,30,3+,Inroads,January,TRUE,,Y,N,2,N,N,LEVEL 1,A,Physical Flows,0,3,0,0,0
2247264447,27931,19,36405,WHITE,F,Married,1,51,0,Other Source,May,FALSE,2005,N,N,1,Y,N,LEVEL 1,T,Distribution/Administration,0,0,0,0,0
6230033148,37375,27,50776,WHITE,F,Married,3,39,2,Print Advertisement,March,FALSE,,N,Y,2,N,N,LEVEL 2,A,Physical Flows,0,3,0,0,0
8330799054,50569,33,17944,WHITE,M,Married,3,35,2,Job Fair,March,TRUE,,N,N,3,N,N,LEVEL 3,A,Physical Flows,2,2,2,0,0
7622952259,54155,32,10462,WHITE,M,Married,1,43,0,Inroads,February,FALSE,2005,N,N,1,Y,N,LEVEL 5,T,Production & Operations,0,0,0,0,0
6750278868,81957,44,39508,BLACK,M,Divorced,4,31,3,Executive Referral,April,FALSE,,N,N,5,N,N,LEVEL 3,A,Customer Care,2,3,3,3,3
8213429470,29982,23,87952,HISPA,F,Divorced,3,34,3,College Recommendation,September,TRUE,2007,N,N,4,N,N,LEVEL 1,T,Production & Operations,0,0,0,0,0
7436527162,30876,24,31016,WHITE,M,Divorced,5,35,3,Corporate Career Site,February,FALSE,2007,N,Y,3,N,N,LEVEL 2,T,Quality Assurance,0,0,0,0,0
4723859893,41960,29,50776,WHITE,F,Married,2,47,1,Other Source,June,TRUE,,N,Y,5,N,N,LEVEL 4,A,Physical Flows,0,3,0,0,0
2223146513,37921,25,47669,WHITE,M,Single,2,64,1,Job Posting,October,TRUE,2007,N,N,2,N,N,LEVEL 1,T,Distribution/Administration,0,0,0,0,0
4195266830,46714,31,87501,WHITE,M,Divorced,4,26,3,Job Posting,January,FALSE,2005,N,Y,1,N,N,LEVEL 2,T,Prod Planning & Inventory Ctl,0,0,0,0,0
7192899098,93499,49,24394,WHITE,M,Divorced,3,27,2,Agency,January,FALSE,,N,N,3,N,N,LEVEL 3,A,General Administration,3,3,3,3,2
8246764176,34916,23,11578,WHITE,F,Divorced,5,39,3,Executive Referral,March,FALSE,2012,N,N,3,N,N,LEVEL 3,T,Production & Operations,2,3,2,3,3
8303670048,75031,44,87966,WHITE,F,Divorced,5,24,3+,Former Employee/Intern,June,FALSE,2006,N,N,5,N,N,LEVEL 2,T,Sourcing,0,0,0,0,0
8527477327,89221,50,53836,HISPA,M,Married,2,46,0,Unknown,March,TRUE,,N,N,2,N,N,LEVEL 2,A,Market Supply Logistics,2,2,2,2,2
5936637497,82284,47,57429,WHITE,M,Single,1,46,0,Open House,November,FALSE,2006,N,N,5,N,N,LEVEL 1,T,Quality Assurance,0,0,0,0,0
5791370038,228018,116,77780,HISPA,F,Married,4,20,3,Unsolicited,October,FALSE,,N,N,2,Y,Y,LEVEL 1,A,IT Digital,2,2,2,2,2
6551424988,44159,30,77063,WHITE,F,Married,4,21,2,Former Employee/Intern,January,FALSE,,N,N,2,N,N,LEVEL 5,A,Customer Care,2,2,2,2,3
3400600068,45128,28,50776,HISPA,M,Married,4,38,2,Inroads,December,FALSE,,N,N,1,N,N,LEVEL 3,A,Physical Flows,0,2,0,0,0
6874654613,41187,27,31016,ASIAN,F,Married,1,55,1,Agency,February,FALSE,,N,Y,4,N,Y,LEVEL 4,A,Industrial Quality,0,0,0,3,3
2304708726,55347,31,44020,WHITE,F,Divorced,5,28,3+,Print Advertisement,August,FALSE,2012,N,N,5,N,N,LEVEL 3,T,Plant & Facilities Maintenance,0,0,0,0,0
3168761763,60422,33,29003,WHITE,F,Single,2,42,0,College Recruiting(UnderGrad),January,FALSE,2008,N,Y,2,N,N,LEVEL 4,T,Quality Assurance,3,0,0,0,0
5406791251,54450,34,44020,WHITE,M,Single,1,46,1,Job Posting,March,FALSE,2013,N,N,1,N,N,LEVEL 3,T,Plant & Facilities Maintenance,0,0,0,0,0
9025202166,32202,26,21762,WHITE,M,Married,3,23,3,Former Employee/Intern,April,FALSE,2006,N,N,4,N,N,LEVEL 4,T,Production & Operations,0,0,0,0,0
8383091307,97941,68,31283,WHITE,M,Single,1,59,1,Former Employee/Intern,March,FALSE,2005,N,N,4,N,N,LEVEL 4,T,Finance,0,0,0,0,0
5815884060,53901,34,44020,WHITE,M,Married,3,32,2,Unknown,May,FALSE,2009,N,N,4,N,N,LEVEL 2,T,Engineering,0,0,0,0,0
2750367239,98270,55,81161,ASIAN,F,Married,2,52,1,Job Boards/Online Advertising,January,TRUE,2008,N,N,4,N,N,LEVEL 1,T,Technical Packaging,2,0,0,0,0
6935269814,104082,57,25219,WHITE,F,Single,3,21,3+,Corporate Career Site,October,FALSE,2010,N,Y,3,N,Y,LEVEL 2,T,Accounting,2,3,3,0,0
4211943173,33085,21,36405,WHITE,F,Married,1,44,0,E-Strat,July,FALSE,2009,N,N,5,N,Y,LEVEL 2,T,Customer Care,0,0,0,0,0
6208964139,175009,92,36475,HISPA,F,Single,2,42,0,Other Source,January,FALSE,,N,N,1,N,N,LEVEL 5,A,IT Governance and Management,2,3,2,3,2
3864594114,57481,39,26461,WHITE,M,Divorced,5,23,3+,E-Strat,July,FALSE,2009,N,N,2,N,N,LEVEL 3,T,Brand Operations,0,0,0,0,0
3914058790,34142,24,91380,WHITE,M,Divorced,4,30,3,,January,FALSE,2009,N,N,1,N,N,LEVEL 3,T,Production & Operations,0,0,0,0,0
9393824785,129124,69,85915,WHITE,F,Single,2,50,0,Client Referral,January,TRUE,,N,Y,4,N,N,LEVEL 1,A,Market Supply Logistics,2,2,2,2,2
